,NAME,INDUSTRY,2021-01-27,2021-01-28,2021-01-29,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-08,2021-02-09,2021-02-10,2021-02-18,2021-02-19,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03
603528.SH,多伦科技,软件服务,17.9,13.67,14.98,13.69,17.75,19.65,18.96,19.42,16.26,16.52,16.05,17.75,22.27,23.22,16.67,17.39,16.54,17.52,20.91,17.36,12.02,11.64,12.92,12.61,12.0,10.63,13.1,15.34,14.0,12.77,13.69,11.1,11.33,20.91,24.09,26.15,34.65,34.22,36.22,33.34,30.59,26.74,20.73,17.31,14.59,14.64,14.13,15.85,11.61,9.43,7.86,8.32,10.92,12.74,11.84,10.45,8.55,11.07,12.56,15.54,14.18,15.57,12.18,11.28,18.01,13.1,17.62,17.24,18.52,16.18,19.32,25.89,20.78,21.17,26.79,22.96,19.21,35.35,35.96,47.06,47.55,47.98,50.53,47.93,42.41,43.39,47.32,47.6,23.91,22.19,27.46,28.64,33.86,33.57,35.58,40.84,31.42,32.7,28.02,35.42,32.65,44.54,39.48,39.4,33.29,36.22,38.84,42.08,42.18,53.17,50.83,47.57,48.6,42.26,43.82,40.17,37.17,39.02,47.75,48.75,42.64,48.75,47.01,55.48,53.17,55.23,55.77,57.67,59.05,59.54,60.88,58.0,53.35,52.5,55.84,54.64,55.38,55.69,53.99,56.72,54.41,45.39,38.68,42.64,44.57,49.65,46.62,49.73
603766.SH,隆鑫通用,摩托车,17.88,18.03,19.45,22.07,23.58,27.18,22.91,22.76,22.78,24.22,18.55,19.47,22.19,28.31,24.56,23.99,32.29,33.91,32.96,30.49,47.29,43.18,41.64,43.15,46.39,43.39,38.56,36.86,38.92,39.2,43.33,44.8,43.62,40.95,36.73,36.06,37.32,40.46,41.07,37.55,37.43,40.05,39.99,42.33,40.84,39.51,43.23,44.52,46.31,45.39,46.52,45.18,43.33,36.35,33.8,35.53,35.68,32.34,37.32,41.13,36.06,36.01,39.61,42.74,36.89,39.69,40.35,39.94,39.46,42.26,47.78,43.57,40.51,41.64,43.51,40.74,39.82,39.51,38.38,36.04,35.47,38.3,42.54,47.29,46.67,47.68,49.6,50.37,57.18,64.47,61.49,51.04,67.66,64.99,73.52,72.51,71.18,69.02,67.69,63.52,62.29,60.21,60.08,60.67,61.42,64.78,66.86,63.78,59.7,60.11,60.9,58.59,54.61,54.17,54.41,63.29,59.41,63.7,63.81,64.37,61.39,59.67,58.39,58.62,56.92,53.2,55.38,55.02,55.33,52.74,54.43,56.59,58.49,55.23,58.0,56.25,53.94,53.53,56.2,55.66,45.26,44.8,51.73,51.66,56.77,59.47,59.7,62.52
002273.SZ,水晶光电,元器件,17.85,20.6,21.37,20.37,26.87,27.02,28.28,24.71,28.15,27.41,27.79,26.35,23.17,17.21,15.44,15.54,17.31,11.3,18.91,19.6,12.41,11.53,14.69,19.68,27.74,35.42,33.24,28.98,21.91,16.72,15.31,14.54,16.47,17.36,17.47,19.88,22.48,24.76,24.22,25.04,26.28,28.49,33.24,26.97,28.8,34.06,32.96,34.04,30.26,30.85,28.26,31.8,53.43,54.92,47.11,60.7,53.02,52.43,51.43,53.38,51.37,51.94,53.3,46.7,45.18,40.79,42.59,60.85,60.21,67.45,65.81,74.24,75.65,77.22,78.53,74.13,67.56,66.84,69.2,68.71,75.73,70.23,67.76,71.02,69.07,69.1,63.11,61.91,67.33,80.61,79.4,83.46,81.35,81.58,78.65,79.94,80.25,83.02,85.56,86.93,85.69,82.94,81.07,82.4,78.29,79.58,80.14,78.63,71.54,76.06,73.23,70.74,82.33,82.61,83.97,83.28,81.61,80.38,81.48,81.4,78.65,77.78,76.93,78.22,71.13,72.13,80.76,79.53,78.65,78.01,76.68,76.83,74.88,73.85,74.31,72.59,72.16,73.52,70.92,69.48,67.07,71.77,74.75,72.95,61.93,61.62,61.96,68.76
002584.SZ,西陇科学,化工原料,17.83,15.69,14.9,20.73,20.4,19.86,20.73,17.8,19.01,21.53,23.71,21.45,24.04,23.5,23.12,21.01,21.35,22.81,21.32,20.47,20.45,21.73,22.12,19.8,18.57,17.21,20.32,24.58,28.08,22.53,25.89,26.69,29.08,26.35,30.08,27.72,24.2,22.66,26.05,21.81,22.07,20.5,19.32,22.73,20.34,21.17,23.56,24.45,29.59,28.49,31.21,33.86,32.29,32.01,40.71,34.65,33.62,37.5,60.44,72.39,60.21,68.82,61.98,59.39,60.9,55.66,59.0,62.11,60.67,56.72,59.03,40.2,31.26,36.99,31.95,30.21,34.32,36.4,36.35,40.59,46.98,51.35,47.86,55.23,55.69,54.25,58.16,55.74,49.58,44.57,39.89,44.67,47.8,49.19,50.09,40.25,40.46,43.54,50.32,56.56,55.9,62.21,55.84,56.95,58.77,58.7,49.78,52.07,48.01,52.02,63.47,64.04,67.3,68.2,69.41,68.15,57.98,37.86,27.1,41.77,53.61,62.73,71.0,68.66,75.7,72.87,71.49,71.28,69.48,65.89,64.17,70.54,67.61,65.73,64.6,64.71,66.3,69.64,72.36,78.06,78.65,80.91,77.6,75.93,78.6,78.96,76.6,77.6
300534.SZ,陇神戎发,中成药,17.8,25.87,27.72,35.5,32.39,30.85,34.29,35.4,41.74,48.81,43.72,43.1,46.01,42.61,47.5,49.27,40.1,38.66,32.37,31.21,34.83,31.42,29.03,19.06,16.62,13.31,12.38,16.98,25.92,18.57,20.58,26.2,31.26,27.97,29.18,30.39,27.56,24.2,31.83,24.94,24.43,23.66,20.19,20.11,21.32,18.34,21.01,24.71,22.12,21.5,24.38,27.9,33.5,32.6,31.16,33.6,34.47,67.25,63.78,62.65,65.17,66.5,67.97,67.35,69.1,67.48,65.86,31.39,36.81,32.13,34.75,28.15,36.89,38.3,39.4,40.05,45.39,42.95,40.1,39.51,43.26,56.36,48.03,45.29,54.53,51.86,52.17,47.91,45.0,41.92,37.91,37.37,38.02,39.61,43.92,41.79,48.16,51.61,56.23,60.44,77.11,88.8,87.11,83.59,80.99,80.48,76.86,77.37,79.06,80.35,84.51,80.27,80.89,84.28,82.58,82.2,79.89,81.92,79.66,82.53,82.69,79.78,80.5,77.27,80.35,79.42,81.17,76.91,69.69,69.89,74.98,75.93,77.29,79.27,75.73,75.26,81.43,78.73,77.81,74.36,75.83,74.72,69.82,72.31,69.12,72.03,70.05,73.54
603301.SH,振德医疗,医疗保健,17.78,25.43,30.72,40.41,40.87,40.05,36.66,45.13,31.72,30.93,34.65,35.96,39.48,32.67,34.83,30.64,29.95,34.73,36.58,38.4,39.12,39.92,44.05,41.3,44.49,54.84,55.87,61.19,37.14,31.21,35.06,36.06,41.79,39.61,39.04,34.73,20.09,23.56,26.71,28.02,34.68,36.12,27.84,23.3,18.62,17.98,19.55,19.11,16.52,19.57,19.65,17.96,21.47,23.2,22.78,19.83,26.3,21.29,27.46,19.16,16.8,20.96,17.8,15.13,12.12,19.37,25.71,25.2,23.58,24.71,27.54,27.79,30.0,29.9,23.38,27.51,34.19,38.07,37.86,40.71,41.48,33.7,26.71,29.51,25.79,23.68,23.22,19.01,17.8,11.25,8.32,8.78,9.4,10.87,7.3,3.44,3.8,4.42,5.11,4.47,5.14,6.6,7.24,6.14,4.6,2.8,2.7,2.21,1.28,1.62,1.82,1.85,3.98,4.52,6.65,6.19,3.11,1.82,1.28,1.72,2.9,3.42,3.72,2.7,3.52,3.75,3.57,2.75,3.21,2.83,2.31,2.93,2.62,2.77,2.31,2.03,2.36,1.95,1.8,1.8,1.52,1.39,1.41,1.34,1.46,1.62,1.36,1.46
603933.SH,睿能科技,纺织机械,17.75,21.11,16.77,9.86,9.3,7.24,9.79,6.14,5.63,4.75,6.83,7.53,10.38,14.33,15.49,17.7,16.39,16.85,17.16,19.91,18.34,20.04,18.31,19.03,17.13,17.06,19.91,19.68,19.29,20.91,20.86,20.81,20.73,20.19,22.27,19.75,18.55,17.75,17.8,15.98,16.29,18.49,23.27,38.58,33.73,36.96,31.8,34.29,40.97,39.56,36.22,32.37,31.6,28.72,32.73,30.08,29.03,30.75,29.39,46.31,61.91,77.42,78.73,70.72,62.93,76.83,85.49,77.88,81.22,72.49,77.24,73.8,83.25,85.54,83.38,82.92,78.42,78.65,79.42,81.35,80.97,73.88,69.36,71.67,75.26,73.0,82.87,88.39,86.72,84.79,85.26,87.44,86.13,85.77,84.79,85.41,82.33,86.44,89.01,89.65,90.6,88.72,89.11,90.6,87.64,86.59,89.39,87.21,87.21,86.39,88.57,85.87,85.72,86.31,85.56,85.38,86.98,87.64,89.01,90.01,87.7,89.39,89.67,88.31,86.36,88.44,88.52,87.08,86.49,87.95,86.23,86.05,84.07,84.69,86.08,82.69,85.59,85.82,87.13,88.83,90.29,90.47,89.24,87.9,87.67,88.44,87.11,87.98
002616.SZ,长青集团,环境保护,17.72,14.03,13.23,15.95,14.03,15.16,12.43,13.07,12.92,10.43,9.07,10.4,10.53,13.0,13.33,11.74,8.12,6.73,8.09,10.63,8.84,12.87,13.0,12.92,12.95,15.26,17.72,25.71,26.12,23.4,20.09,19.52,19.06,18.57,19.37,19.21,14.41,19.03,21.45,19.29,20.91,15.34,11.53,13.07,15.67,15.49,14.28,14.0,12.56,14.2,15.0,21.63,25.84,23.66,20.04,20.29,22.01,22.53,22.35,26.59,21.09,22.17,21.4,20.34,19.57,16.34,15.16,13.69,15.36,14.92,14.54,14.15,14.72,13.1,11.71,12.77,14.69,15.39,14.9,15.05,14.28,27.77,45.26,55.46,35.17,38.61,42.59,24.66,24.51,28.26,17.49,16.54,21.35,26.33,30.13,29.93,33.91,34.83,39.35,44.8,40.71,35.76,37.09,32.62,32.6,33.26,54.25,47.86,37.73,49.86,55.46,49.68,43.82,40.15,42.0,42.41,43.31,42.02,40.12,31.9,24.48,29.05,28.38,25.82,25.79,24.79,26.35,28.13,30.7,33.47,33.8,30.08,27.64,23.94,28.18,25.17,27.02,25.61,22.91,17.21,16.39,15.67,14.67,15.62,10.71,9.02,8.37,6.86
000062.SZ,深圳华强,批发业,17.7,16.34,20.83,23.17,31.57,32.37,30.11,34.37,40.02,34.06,34.14,33.03,33.65,30.31,30.29,27.49,33.73,36.48,37.07,36.42,40.82,41.61,45.83,48.65,48.06,39.38,52.22,47.01,44.08,43.85,51.99,48.65,48.93,43.41,46.26,39.99,44.72,43.92,42.08,43.36,44.31,44.21,47.44,40.97,37.48,31.52,34.29,40.79,47.47,49.73,57.49,53.66,49.88,46.9,54.2,54.92,47.03,65.68,73.49,77.86,75.98,73.36,82.51,86.77,84.13,82.22,83.07,83.38,87.39,87.82,86.54,87.54,89.01,87.46,86.95,85.64,81.79,82.61,81.33,79.81,84.05,82.38,82.2,79.71,80.76,80.27,79.01,78.19,76.16,80.02,79.24,81.25,79.3,85.05,84.66,86.41,85.15,85.59,85.69,84.2,88.39,93.19,90.86,89.49,89.21,88.34,89.26,87.57,88.08,87.49,82.33,81.99,80.97,80.04,79.6,80.84,80.4,85.31,85.77,86.39,86.82,84.66,85.69,85.82,82.84,81.53,82.69,80.12,77.99,77.37,78.94,77.96,76.57,78.94,77.11,76.88,72.49,72.54,75.11,74.08,71.36,68.35,70.07,70.2,71.85,77.11,72.05,73.13
603101.SH,汇嘉时代,百货,17.67,21.47,21.65,23.58,25.17,33.21,33.26,33.75,33.96,33.83,32.47,29.28,33.06,33.83,32.01,33.62,30.8,33.86,29.95,30.64,31.67,31.7,31.67,36.04,36.91,39.74,37.3,34.47,32.62,31.9,32.52,33.44,35.09,32.44,37.61,34.75,38.53,40.2,43.36,49.7,49.47,47.39,42.18,35.86,40.12,41.28,45.49,52.14,52.61,41.38,43.33,40.2,37.61,38.66,42.92,28.98,32.98,31.85,31.0,30.59,35.24,36.09,37.45,38.58,44.57,45.62,40.87,40.41,43.9,44.41,44.13,50.63,55.25,56.92,57.26,60.03,58.03,61.29,66.3,63.06,63.4,69.25,67.27,64.83,56.25,56.54,55.07,49.01,50.99,51.94,56.0,43.46,49.63,50.17,53.76,50.63,54.33,56.2,55.12,61.8,60.47,66.81,68.38,67.17,73.93,72.21,71.72,66.02,58.18,37.76,20.99,40.17,62.24,64.12,64.37,61.03,63.11,63.96,68.05,76.37,76.78,70.61,69.36,68.4,68.66,62.7,64.14,61.44,61.32,60.85,60.65,59.03,55.87,57.44,60.98,60.24,62.96,60.8,60.6,60.65,60.13,60.16,59.49,57.69,54.17,57.15,70.49,78.32
300738.SZ,奥飞数据,电信运营,17.65,15.98,16.29,20.63,29.13,24.66,28.23,25.46,25.53,25.3,23.89,30.36,30.31,29.1,29.93,22.78,29.85,42.95,45.95,51.58,48.86,55.43,48.57,54.53,52.68,51.48,53.48,63.83,65.53,59.0,67.79,68.38,65.68,49.37,46.83,38.43,45.24,48.16,42.0,43.72,45.26,51.32,54.76,60.93,54.51,1.03,0.69,0.51,0.46,0.39,0.33,0.39,0.28,0.28,0.44,0.44,0.67,0.54,0.39,0.41,0.28,0.39,0.31,0.26,0.15,0.23,0.44,0.39,0.44,0.85,0.59,0.72,0.69,0.59,0.8,0.82,0.85,0.82,0.9,1.05,0.95,0.87,0.77,0.64,0.74,0.87,0.9,1.16,1.46,1.67,1.23,1.36,1.75,2.59,1.95,2.13,2.0,2.03,2.36,3.29,2.13,2.03,1.62,1.36,1.18,2.75,3.54,2.59,3.13,4.55,3.29,1.59,3.03,3.75,2.8,3.29,3.29,5.45,8.3,6.52,4.11,5.73,4.98,3.52,3.6,5.81,5.06,6.47,7.14,6.7,6.19,4.06,4.75,3.44,1.7,1.34,1.36,1.16,1.03,0.95,1.23,0.92,1.64,1.28,0.8,0.72,0.74,0.49
300836.SZ,佰奥智能,专用机械,17.62,13.43,16.16,21.37,20.68,21.14,22.17,22.37,18.6,23.07,21.42,22.66,22.55,20.27,18.03,19.11,16.34,22.01,21.94,19.09,17.52,14.8,17.75,20.5,17.98,19.83,18.57,12.46,17.85,17.93,21.55,21.63,18.26,16.59,17.75,19.86,20.29,17.8,15.1,15.1,16.08,15.62,15.8,16.26,20.58,23.66,20.96,22.12,22.25,17.88,10.94,9.38,8.12,8.96,6.96,6.68,1.34,3.19,5.81,1.7,1.26,2.13,1.72,2.26,2.59,3.08,2.34,2.9,2.93,2.9,3.16,2.77,2.52,2.26,1.93,2.31,2.11,1.95,2.62,3.01,3.29,4.19,3.85,4.26,4.11,3.49,4.01,3.98,3.85,3.54,3.85,5.16,4.75,5.52,5.47,6.81,8.25,13.46,9.68,14.56,13.87,12.36,12.25,13.92,12.92,17.52,21.24,23.56,26.56,25.79,27.13,15.46,11.71,10.71,10.45,7.73,10.53,11.74,13.56,12.64,18.6,17.57,18.08,16.08,23.99,31.39,25.51,26.66,28.85,24.71,28.49,29.03,28.98,29.31,28.33,27.72,29.23,19.78,25.97,30.67,29.95,26.84,23.91,28.8,26.51,22.09,20.16,22.66
600996.SH,贵广网络,影视音像,17.6,20.5,20.81,18.8,13.43,11.69,13.59,8.14,9.76,8.99,10.71,11.46,9.09,6.99,7.27,9.2,10.51,8.81,7.55,10.02,8.86,10.84,12.38,12.48,14.92,17.13,15.85,15.18,13.41,13.51,14.67,13.25,13.23,14.03,15.26,15.75,17.08,15.13,12.64,11.33,9.84,9.71,9.99,10.17,10.92,12.07,11.51,12.41,13.25,13.49,13.69,13.05,11.76,12.87,13.13,15.26,15.75,14.2,13.9,17.08,14.98,15.52,16.67,17.39,18.42,18.11,17.21,14.9,14.64,13.54,15.36,18.26,17.24,16.77,17.24,20.88,16.08,14.82,13.0,10.76,11.02,11.66,11.64,11.48,11.35,12.05,14.51,16.39,18.21,16.75,16.16,15.03,13.33,12.82,26.69,46.37,34.91,59.88,63.24,50.22,42.69,40.38,41.92,47.01,52.86,51.86,51.79,45.75,46.78,49.52,43.9,40.61,40.3,29.39,28.77,31.52,32.08,41.13,38.51,33.73,30.67,26.33,29.31,33.11,31.72,30.44,30.9,37.35,35.96,35.88,34.57,33.34,31.03,28.31,34.06,30.7,33.24,31.49,29.75,29.18,28.28,27.79,25.66,23.94,28.2,27.95,30.64,31.75
603316.SH,诚邦股份,建筑工程,17.57,19.42,15.26,17.65,21.14,17.24,15.82,15.54,15.77,11.15,11.41,14.98,15.8,16.85,17.78,20.37,20.52,21.29,23.02,22.86,21.32,22.25,21.71,23.32,24.76,22.27,23.99,24.56,26.15,30.67,24.51,35.11,31.0,39.15,45.21,43.15,46.75,47.65,41.43,32.42,29.44,23.99,19.19,24.2,27.13,26.1,27.77,25.94,25.79,26.07,26.64,26.74,40.95,58.75,48.93,37.25,54.46,30.88,20.5,32.85,36.24,34.5,38.79,31.67,33.93,34.47,27.97,25.58,29.33,23.53,17.72,18.08,18.44,25.87,25.94,16.83,14.59,23.53,21.09,20.5,23.45,26.15,26.25,24.02,24.27,28.26,25.58,21.78,26.56,31.6,29.44,55.2,52.35,47.75,52.25,50.35,10.07,9.25,6.94,8.25,7.55,7.45,8.04,9.63,10.33,11.61,11.94,12.97,12.43,13.87,15.72,15.34,12.3,12.74,12.72,13.87,14.59,15.98,19.09,18.29,18.31,16.67,22.68,23.07,19.8,20.32,21.35,18.93,19.37,18.55,20.19,17.7,15.64,12.69,13.33,13.36,13.05,12.59,13.33,13.59,13.97,15.41,15.0,13.51,12.89,13.67,13.46,12.54
300842.SZ,帝科股份,半导体,17.54,9.81,7.76,10.89,12.77,9.68,11.17,10.87,11.56,14.82,12.74,14.77,16.31,15.28,11.92,9.84,9.2,16.36,19.19,22.58,19.86,15.67,19.83,22.6,19.55,32.13,39.99,45.49,31.21,22.68,51.19,54.56,38.38,29.18,43.1,36.58,44.75,30.31,22.91,24.33,22.55,26.61,33.29,20.63,21.65,25.25,18.98,17.36,21.4,20.55,16.16,22.84,23.97,26.12,25.66,26.07,19.01,12.84,7.55,6.11,4.08,4.55,5.37,5.03,2.62,3.34,3.67,4.37,3.96,4.52,6.09,6.73,8.19,6.65,6.52,4.78,6.47,7.96,7.42,8.71,9.02,8.43,9.38,10.2,9.81,7.42,7.86,6.37,5.32,8.71,5.57,8.27,10.12,12.15,5.14,7.35,20.6,25.71,28.51,44.62,65.22,70.1,59.59,59.36,58.46,54.69,50.22,49.94,41.28,41.36,41.07,43.87,59.36,38.66,47.08,50.04,46.42,66.99,74.21,73.05,64.09,72.98,75.96,76.88,68.56,76.93,77.99,79.45,82.04,84.05,90.65,94.71,93.94,94.14,94.84,92.68,92.7,93.5,96.12,96.25,97.38,98.02,97.56,98.07,97.84,96.63,96.79,96.4
300009.SZ,安科生物,生物制药,17.52,20.45,23.38,29.31,33.96,38.61,41.82,45.16,53.17,65.66,67.69,67.97,69.23,62.27,62.98,58.72,51.61,54.07,53.45,45.06,45.57,48.68,44.93,42.13,60.65,60.78,53.35,55.02,55.38,53.28,54.02,46.67,52.66,51.45,51.58,52.63,55.2,44.34,43.18,51.66,55.3,54.41,50.66,57.67,60.98,69.71,71.13,73.8,78.94,79.24,80.45,74.85,78.68,77.34,75.91,78.09,80.94,69.95,73.85,82.38,83.07,84.82,84.54,83.51,85.56,84.97,86.28,87.54,74.52,78.09,78.42,84.13,82.79,67.2,53.17,55.84,58.21,58.23,56.31,65.71,66.66,78.86,69.89,70.49,70.72,67.69,65.4,58.46,66.81,65.55,62.32,59.39,53.48,57.59,51.86,48.86,47.06,52.89,58.64,55.92,57.18,59.41,55.2,52.76,55.0,47.88,60.54,56.23,66.86,58.64,45.83,54.3,57.33,63.65,63.83,62.68,49.04,45.0,38.66,41.46,54.48,53.56,49.4,44.16,54.35,47.47,29.21,27.87,23.97,18.8,15.82,14.67,17.16,19.09,18.52,18.52,23.68,17.98,18.37,18.88,20.86,18.73,19.32,17.75,10.61,11.33,12.12,13.97
002693.SZ,双成药业,化学制药,17.49,21.42,21.29,18.73,13.02,15.44,19.75,21.29,20.58,21.4,23.12,21.78,20.14,20.47,22.14,22.76,21.68,19.93,18.75,20.04,22.5,21.83,22.01,21.01,20.68,21.68,18.98,17.62,16.57,14.33,19.52,24.02,41.38,57.39,45.67,27.92,30.44,26.56,29.08,29.18,29.69,28.51,33.01,40.12,38.58,43.82,48.73,69.25,51.14,52.71,44.39,43.49,43.57,39.3,42.28,47.96,45.31,52.71,65.63,61.98,57.64,67.48,60.52,58.72,57.03,54.41,60.85,63.19,60.93,53.92,49.19,46.47,46.26,49.17,48.93,48.81,44.16,41.41,38.51,40.05,44.82,45.72,42.15,43.54,43.85,54.38,46.9,44.9,38.4,34.42,34.78,32.73,37.48,36.84,38.38,36.58,45.62,46.47,44.13,49.11,49.99,54.97,54.66,54.15,51.45,55.51,55.56,51.5,54.33,53.28,57.59,60.18,52.56,53.22,51.01,53.22,54.89,50.55,61.19,61.21,60.8,56.95,57.0,60.72,65.63,62.32,60.47,57.64,56.15,56.15,55.15,55.74,55.18,56.18,58.28,57.8,60.85,59.8,59.26,56.02,57.46,57.98,55.15,53.92,54.89,55.02,54.69,55.33
002965.SZ,祥鑫科技,汽车配件,17.47,10.15,6.19,9.22,21.63,29.77,32.42,43.33,46.16,47.91,48.03,42.79,38.09,27.0,33.65,42.13,49.09,42.82,54.02,54.71,62.73,67.25,65.25,69.66,73.18,72.75,73.57,74.83,75.26,73.44,74.93,72.28,74.39,66.43,68.71,70.33,72.08,68.87,69.66,68.17,65.89,62.16,63.4,63.34,63.7,62.73,60.03,60.31,62.34,60.96,41.69,45.13,51.32,54.71,53.45,49.45,44.18,46.78,44.77,44.26,44.54,42.51,44.88,46.44,35.78,25.48,27.0,25.07,23.14,11.69,5.78,7.89,6.73,5.99,5.37,5.73,4.98,5.88,6.22,5.96,7.5,8.12,8.45,11.46,8.76,7.37,7.35,7.45,7.45,7.96,7.78,7.4,7.01,5.01,4.83,4.75,6.22,8.4,7.73,6.47,6.83,10.69,10.99,12.1,16.39,31.8,36.01,26.82,21.04,18.29,19.55,19.32,18.6,17.26,20.55,20.68,20.47,26.3,25.84,21.22,18.65,17.03,16.36,13.18,11.25,13.25,12.51,12.23,8.86,8.61,8.99,9.02,9.09,9.35,7.73,7.27,7.96,7.65,5.99,6.29,4.62,4.32,4.5,4.26,3.42,3.65,3.26,2.49
300577.SZ,开润股份,纺织,17.44,14.77,14.1,15.36,20.94,18.88,25.35,26.38,27.54,26.95,34.57,35.04,34.68,40.71,45.98,36.6,41.25,36.86,33.78,30.0,35.4,34.86,44.31,31.06,26.07,28.1,28.13,17.31,18.47,52.27,61.47,49.73,53.07,54.05,51.68,53.74,33.09,32.34,24.53,23.48,25.76,19.27,22.35,24.58,29.23,29.28,18.85,15.41,9.5,10.84,12.66,13.02,18.16,20.5,21.91,21.35,21.55,23.27,25.66,22.63,16.05,15.67,16.98,15.72,16.93,10.92,8.12,6.91,7.78,5.73,6.11,9.3,7.99,7.47,6.14,7.81,12.02,12.59,10.89,10.92,10.99,10.56,11.43,12.56,13.0,13.97,11.33,10.04,10.56,8.76,7.6,7.55,8.48,13.28,16.85,16.0,19.42,18.14,16.59,18.06,15.59,14.64,16.11,13.64,13.64,12.97,16.65,15.08,14.85,17.26,17.96,14.0,14.33,13.43,9.68,9.92,9.32,9.02,11.25,9.22,10.2,10.69,10.3,11.23,8.04,9.53,8.19,7.37,10.2,9.94,12.1,9.32,9.53,8.22,6.04,7.06,5.11,6.58,7.78,10.79,11.17,10.4,8.76,7.83,15.93,13.59,14.2,19.01
002458.SZ,益生股份,农业综合,17.42,14.69,14.92,18.85,16.75,16.44,12.59,12.64,11.84,11.58,13.18,13.9,19.39,16.8,15.57,14.13,15.98,13.07,13.9,12.41,15.9,17.75,16.95,19.29,20.11,20.78,22.94,25.28,20.16,20.55,25.33,25.28,25.33,45.54,41.51,42.08,39.28,38.51,37.84,40.71,37.02,32.93,34.34,35.83,36.42,35.09,41.18,48.5,56.74,40.84,42.05,41.3,39.38,38.92,42.23,41.05,47.96,48.6,49.76,49.32,45.52,48.91,52.02,54.23,48.91,35.01,34.09,27.77,26.41,23.45,28.92,30.59,26.77,29.23,29.51,30.62,31.52,27.92,24.61,22.17,24.56,28.72,21.53,21.96,13.92,13.28,15.64,17.6,18.39,14.9,17.72,18.03,26.05,28.44,29.08,31.75,32.37,27.36,30.26,24.66,25.4,28.2,31.26,22.89,22.17,22.68,19.65,22.89,25.25,23.97,24.07,22.5,17.85,17.75,19.65,17.78,18.62,25.48,28.64,27.15,39.69,37.07,38.48,38.25,43.28,39.94,42.31,37.86,41.48,42.44,41.02,39.1,28.23,25.79,30.57,28.28,29.77,32.03,32.31,31.77,28.64,27.41,29.57,25.69,26.05,29.03,32.16,34.09
600526.SH,菲达环保,环境保护,17.39,22.53,26.95,15.03,12.23,12.97,15.52,12.89,17.65,19.09,19.42,15.23,14.87,20.99,19.45,19.6,21.65,18.7,24.43,27.33,25.82,31.21,41.33,30.95,24.27,28.69,28.72,33.65,52.07,65.78,79.78,86.46,90.78,94.22,96.97,98.41,97.97,96.94,96.99,95.04,94.32,93.66,92.42,93.01,94.84,91.81,92.96,94.37,92.99,91.57,88.44,89.06,88.06,89.65,87.05,87.8,87.82,88.08,86.36,87.41,87.44,85.95,86.49,86.62,89.31,91.24,89.08,91.83,90.91,86.41,92.4,94.07,92.99,94.43,93.66,92.94,92.47,92.47,92.11,92.09,90.83,91.24,90.5,88.83,88.39,86.54,86.49,86.8,90.98,93.68,94.99,93.86,94.04,94.45,94.53,94.07,91.75,89.96,89.42,88.7,87.77,88.7,89.49,89.78,90.68,90.34,90.37,90.88,89.47,92.73,40.92,43.95,46.67,48.37,48.83,48.14,47.26,47.26,47.01,94.07,92.14,89.47,87.41,87.85,88.26,87.75,89.73,88.0,87.23,86.08,85.54,84.84,83.61,82.58,83.38,83.33,82.51,78.32,79.24,76.19,79.48,75.57,70.69,76.52,84.02,82.97,82.97,81.09
