,NAME,INDUSTRY,2021/6/30,2021/7/1,2021/7/2,2021/7/5,2021/7/6,2021/7/7,2021/7/8,2021/7/9,2021/7/12,2021/7/13,2021/7/14,2021/7/15,2021/7/16,2021/7/19,2021/7/20,2021/7/21,2021/7/22,2021/7/23,2021/7/26,2021/7/27,2021/7/28,2021/7/29,2021/7/30,2021/8/2,2021/8/3,2021/8/4,2021/8/5,2021/8/6,2021/8/9,2021/8/10
002263.SZ,大东南,塑料,57.31,43.91,54.56,38.95,27.4,50.05,55.67,66.06,57.66,62.82,70.03,68.18,75.12,76.36,80.37,76.66,83.47,88.84,86.83,79.97,85.96,83.47,80.26,85.16,82.01,82.78,83.39,80.15,80.26,79.7
600768.SH,宁波富邦,铝,57.29,61.58,60.02,66.38,74.17,66.98,65.53,65.47,62.4,59.17,65.66,66.3,64.39,63.35,49.52,63.33,60.86,60.44,65.53,71.57,62.85,60.63,69.4,64.39,61.26,66.19,62.19,62.61,61.42,68.47
002090.SZ,金智科技,软件服务,57.26,56.94,66.51,72.15,35.8,42.08,43.93,22.15,18.55,24.38,42.0,22.13,40.01,66.22,60.97,58.4,46.0,45.57,67.06,60.31,56.92,63.12,71.14,72.44,82.19,77.42,77.16,79.33,82.33,77.64
002112.SZ,三变科技,电气设备,57.23,48.86,51.27,60.68,57.02,51.19,46.79,54.45,51.62,51.32,49.39,39.96,36.38,38.13,38.53,50.93,45.55,41.97,64.2,64.31,65.39,70.3,71.36,66.19,66.64,67.44,66.16,62.14,62.59,75.52
601137.SH,博威合金,铜,57.21,64.86,65.5,59.57,62.72,62.59,76.26,71.78,71.36,75.76,69.26,75.28,67.12,70.27,72.13,75.17,65.39,69.42,76.74,78.51,80.71,79.23,88.84,88.42,91.26,89.75,85.29,90.78,92.37,92.9
300017.SZ,网宿科技,电信运营,57.18,60.7,60.94,61.5,61.18,54.0,53.55,24.51,60.28,39.08,25.04,25.38,31.13,65.34,54.66,63.62,64.47,58.59,51.62,63.06,78.91,77.53,73.66,76.87,74.96,75.23,73.11,78.72,58.45,53.31
002313.SZ,日海智能,通信设备,57.15,36.04,32.03,40.49,15.37,7.82,11.55,5.78,10.31,21.09,23.0,13.99,9.51,20.56,14.81,9.67,25.41,29.31,32.25,42.87,28.06,44.2,53.1,59.75,64.97,69.69,67.59,73.45,68.42,64.1
603121.SH,华培动力,汽车配件,57.13,35.85,35.85,46.63,42.93,51.91,50.85,76.15,76.89,80.63,78.7,86.14,84.82,91.47,91.04,88.9,85.72,86.72,88.05,85.72,91.12,89.11,85.08,82.59,84.5,80.66,80.84,61.61,49.92,60.02
002150.SZ,通润装备,机械基件,57.1,55.8,56.39,53.58,50.13,50.26,41.26,33.36,36.14,26.95,29.92,29.01,43.75,48.44,31.11,37.04,27.74,24.93,33.15,34.66,36.12,33.94,32.09,29.52,30.02,32.35,38.18,39.8,35.67,38.95
002563.SZ,森马服饰,服饰,57.07,68.63,66.22,67.65,76.74,71.36,35.93,17.59,9.86,17.38,19.5,16.98,8.35,21.17,25.46,20.56,13.99,11.37,12.24,6.31,8.32,5.33,4.08,4.56,3.31,3.42,11.76,21.97,30.05,15.47
600756.SH,浪潮软件,软件服务,57.05,54.88,56.57,60.04,42.18,24.03,43.22,12.32,21.97,31.66,47.16,50.19,50.34,39.98,48.99,54.35,55.09,49.13,44.49,53.79,49.26,57.05,57.18,54.82,52.78,52.46,33.68,52.73,44.14,36.59
600583.SH,海油工程,石油开采,57.02,54.19,58.48,55.59,60.97,58.16,44.38,42.18,28.51,36.3,17.33,23.9,35.11,34.95,21.12,17.38,18.6,19.37,25.04,31.82,37.55,32.17,28.51,27.61,23.21,28.56,30.34,35.61,33.2,34.53
601009.SH,南京银行,银行,57.0,73.42,69.5,70.64,79.28,78.17,70.91,47.99,40.62,43.38,19.71,37.12,48.25,50.82,31.96,33.2,35.11,20.61,15.18,13.88,22.42,6.6,5.19,4.5,2.91,3.02,3.58,5.41,9.51,19.24
002457.SZ,青龙管业,塑料,56.97,23.11,65.95,66.48,77.69,69.61,75.17,68.44,80.92,84.34,83.28,82.01,85.77,87.86,85.59,93.72,91.81,93.16,93.06,87.12,78.03,76.6,40.75,36.72,28.01,36.06,20.75,26.5,5.38,4.48
300185.SZ,通裕重工,工程机械,56.94,54.16,56.44,59.3,59.3,58.45,64.39,65.66,62.56,67.04,62.93,66.16,70.06,64.76,61.31,80.92,82.86,82.11,85.0,81.85,81.58,79.04,82.78,85.21,85.03,83.68,96.05,93.14,91.52,92.02
300637.SZ,扬帆新材,化工原料,56.92,67.65,82.01,64.02,62.24,71.86,81.21,78.88,77.95,70.56,53.68,34.18,28.46,47.01,53.34,47.27,82.51,84.15,85.14,85.61,82.09,78.38,81.19,77.37,70.8,72.42,57.74,57.82,69.85,72.36
300823.SZ,建科机械,专用机械,56.89,46.42,45.42,55.75,51.83,51.83,45.42,45.15,41.97,37.55,36.57,25.65,20.99,17.01,9.88,12.16,7.02,7.87,10.84,24.83,33.89,33.33,24.14,41.84,40.67,47.24,59.94,52.57,51.35,58.21
603681.SH,永冠新材,化工原料,56.86,55.33,33.09,35.0,25.94,39.75,52.89,43.91,49.39,64.39,68.18,76.13,77.05,78.93,70.54,65.05,69.26,71.25,72.58,70.38,74.56,72.47,70.88,71.17,84.74,82.7,82.75,82.51,79.92,74.99
600545.SH,卓郎智能,纺织机械,56.84,40.49,45.5,47.19,54.29,56.04,51.8,52.68,54.58,56.57,52.25,51.25,45.07,45.79,11.87,7.42,10.2,24.59,8.37,4.56,4.0,5.88,5.54,7.9,8.06,6.73,9.96,7.76,7.87,10.39
600877.SH,电能股份,电气设备,56.81,59.41,59.91,54.72,29.44,41.68,45.26,21.28,18.26,4.85,6.44,5.8,14.44,17.49,4.69,5.06,4.08,4.13,5.09,6.47,4.72,10.49,18.55,12.59,11.39,12.29,14.63,35.14,30.15,56.65
603339.SH,四方科技,专用机械,56.78,64.04,50.32,57.9,56.86,49.58,49.6,54.19,58.45,52.17,65.63,63.67,54.4,60.36,61.26,66.91,68.68,74.22,74.88,81.16,82.75,77.93,83.36,79.52,80.45,81.88,78.86,81.58,76.95,78.59
601328.SH,交通银行,银行,56.76,60.2,60.33,51.93,57.23,52.91,55.06,54.24,44.14,11.39,8.0,13.67,14.55,18.42,15.63,13.8,11.29,14.28,18.97,20.01,26.74,18.36,15.21,15.26,11.21,12.51,14.6,16.14,15.74,44.91
300504.SZ,天邑股份,通信设备,56.73,62.48,48.2,29.54,13.14,63.46,61.39,67.12,72.05,51.51,56.62,56.78,71.81,82.25,81.27,78.43,76.55,88.9,82.67,89.45,94.14,94.83,92.61,92.77,89.51,78.43,74.59,77.27,79.2,80.9
688228.SH,开普云,互联网,56.7,45.07,37.33,46.1,31.0,35.82,47.06,31.72,48.28,46.45,41.18,23.79,35.27,25.33,24.54,25.99,31.35,41.73,58.43,64.6,63.91,61.16,74.91,78.25,77.85,76.31,73.79,75.2,67.94,61.45
002413.SZ,雷科防务,通信设备,56.68,56.7,52.99,62.32,60.84,28.88,57.47,48.52,52.62,46.29,18.39,23.21,29.09,20.64,34.31,37.31,33.04,43.72,45.05,63.54,51.62,60.73,58.03,56.47,50.42,44.06,43.96,52.46,48.78,58.27
300335.SZ,迪森股份,供气供热,56.65,42.37,26.07,51.99,63.38,70.32,75.86,81.9,74.19,70.11,67.36,71.57,67.89,66.11,71.2,72.26,61.55,67.09,80.29,80.13,68.12,76.39,80.79,79.46,79.25,79.09,76.42,69.79,74.43,77.87
300476.SZ,胜宏科技,元器件,56.62,65.34,62.4,69.87,56.78,60.25,71.94,71.57,77.85,68.34,79.7,75.44,69.93,53.55,59.75,47.75,46.85,38.61,30.37,73.18,83.92,90.43,86.14,85.43,84.82,84.5,88.95,86.27,87.23,84.68
300640.SZ,德艺文创,文教休闲,56.6,50.03,47.24,65.79,63.51,58.8,47.8,48.75,36.33,23.42,26.05,20.3,11.66,16.93,17.12,28.99,29.49,25.68,23.45,29.44,26.13,35.96,38.05,23.87,33.36,32.7,34.37,35.98,45.81,50.87
600027.SH,华电国际,火力发电,56.57,62.19,62.85,57.18,58.9,57.02,57.21,58.69,48.52,50.03,52.31,52.86,59.8,62.98,63.01,57.29,52.68,18.63,20.27,33.09,50.21,34.68,31.85,36.17,44.73,41.41,42.77,49.18,49.52,45.23
002662.SZ,京威股份,汽车配件,56.54,57.29,51.03,49.5,54.48,84.39,73.77,74.32,77.77,76.39,73.61,79.33,76.89,84.45,83.6,84.45,83.68,67.38,61.23,84.55,86.3,84.37,84.1,81.96,77.69,52.07,68.81,67.22,59.22,59.7
601028.SH,玉龙股份,商贸代理,56.52,61.71,59.83,47.27,48.81,49.71,50.32,51.78,45.36,43.27,33.49,28.7,36.75,38.0,35.32,14.68,19.1,29.97,56.52,49.05,61.98,61.02,65.37,66.06,73.74,68.1,71.33,69.34,69.0,71.04
600560.SH,金自天正,电气设备,56.49,53.05,51.4,59.27,63.35,61.08,63.09,55.64,63.38,63.86,60.39,57.95,56.39,52.97,53.74,56.89,55.64,59.75,60.92,67.22,47.85,56.47,61.9,61.82,64.23,64.81,65.71,71.04,67.25,68.18
600618.SH,氯碱化工,化工原料,56.47,31.58,20.96,33.52,47.03,58.11,48.83,69.21,78.35,74.96,81.8,86.43,85.53,85.59,85.08,87.86,90.2,86.83,81.37,79.76,74.38,79.15,75.2,70.77,59.06,59.38,56.39,54.37,58.8,56.49
002613.SZ,北玻股份,专用机械,56.44,54.77,61.71,65.39,53.07,55.01,70.56,73.95,73.34,78.62,65.79,72.52,71.83,68.49,64.07,65.79,43.11,57.13,61.16,29.52,29.01,45.97,53.47,56.09,56.41,54.29,41.39,44.46,33.15,35.35
000539.SZ,粤电力A,火力发电,56.41,38.98,41.18,48.44,46.18,36.27,42.37,43.19,30.26,33.78,30.84,35.08,31.74,32.62,25.7,22.23,37.55,44.01,41.02,72.15,62.93,59.3,67.01,63.54,60.68,65.92,66.0,67.44,68.97,63.01
601965.SH,中国汽研,汽车服务,56.39,28.11,40.33,14.55,17.28,21.22,14.44,21.67,40.22,24.35,44.36,56.84,41.6,70.56,42.85,62.53,66.75,68.44,61.95,64.39,63.09,67.49,65.66,81.77,82.56,76.97,82.88,77.03,73.56,78.3
300594.SZ,朗进科技,运输设备,56.36,52.25,60.73,67.36,72.05,68.28,69.05,63.49,64.6,55.67,44.09,26.21,22.07,21.01,23.0,37.25,40.12,42.1,23.08,34.47,28.33,35.08,45.05,34.53,30.71,38.9,31.05,37.86,36.14,57.95
002179.SZ,中航光电,元器件,56.33,38.42,44.3,59.06,51.35,66.83,74.72,68.95,79.04,80.79,75.99,80.42,82.59,74.85,77.87,77.34,69.69,74.14,80.02,78.88,72.71,82.86,82.41,83.12,80.87,78.35,76.68,86.65,84.39,89.9
601177.SH,杭齿前进,机械基件,56.31,42.42,52.41,53.84,65.0,65.34,65.1,66.32,57.63,40.57,40.22,28.27,37.65,47.43,45.12,47.88,53.92,55.86,59.57,70.27,50.93,53.31,57.5,60.6,67.04,62.48,60.94,65.55,65.9,71.01
600026.SH,中远海能,水运,56.28,53.52,71.54,72.95,71.89,69.24,65.58,58.96,60.55,63.51,67.46,58.69,49.31,61.02,43.53,10.89,11.84,10.7,14.36,17.17,22.97,18.52,4.5,3.9,4.4,3.97,4.53,4.19,3.02,2.44
002733.SZ,雄韬股份,电气设备,56.25,48.68,60.04,55.19,58.66,59.25,72.34,80.34,71.12,82.14,73.82,72.23,71.22,72.79,85.56,82.86,83.33,86.78,84.15,86.72,84.26,84.98,82.62,81.66,83.25,84.84,79.92,83.73,89.48,89.16
600561.SH,江西长运,公共交通,56.23,59.33,56.12,70.14,65.55,56.47,53.63,54.74,52.57,52.6,53.13,52.94,55.7,57.37,51.25,53.47,51.46,50.53,58.56,65.82,69.69,61.84,54.0,36.96,46.63,47.91,51.35,47.19,50.74,47.59
600812.SH,华北制药,化学制药,56.2,66.03,61.08,43.46,18.89,29.33,6.23,7.47,2.97,5.11,5.75,7.71,8.74,13.01,19.58,9.78,20.08,51.91,35.77,24.17,39.37,46.61,35.61,29.28,46.53,40.25,67.01,62.64,63.86,61.18
300422.SZ,博世科,环境保护,56.17,38.0,44.17,44.81,51.78,47.38,53.76,78.78,70.59,72.92,76.02,71.81,70.24,74.54,67.28,61.79,62.77,61.9,71.67,65.32,66.48,65.55,64.92,65.58,64.18,61.76,53.26,27.37,46.69,38.77
000791.SZ,甘肃电投,水力发电,56.15,43.53,41.6,45.92,56.54,53.71,57.92,67.2,52.54,60.78,70.22,73.16,71.91,62.59,60.28,51.32,30.23,35.0,32.35,38.05,29.86,30.18,50.69,52.04,43.3,49.6,41.36,41.02,45.2,35.08
601519.SH,大智慧,软件服务,56.12,47.22,36.96,28.03,29.25,26.15,35.85,25.97,55.43,52.36,46.79,53.18,57.84,52.01,27.77,38.82,41.1,41.92,47.14,40.51,31.32,45.12,46.77,54.27,52.91,50.03,43.61,48.78,45.1,51.01
300329.SZ,海伦钢琴,文教休闲,56.09,49.39,57.47,64.86,70.48,69.29,63.75,63.94,60.39,65.34,66.45,60.12,33.7,48.89,35.06,39.69,48.36,43.35,86.33,84.05,97.09,98.75,99.6,99.58,99.84,99.66,99.5,99.52,99.36,99.34
300508.SZ,维宏股份,软件服务,56.07,93.77,93.14,91.31,87.31,84.1,90.73,86.7,79.07,56.41,70.91,57.66,60.94,58.74,75.81,70.38,73.85,68.97,69.53,79.33,93.19,88.02,97.67,99.5,99.87,99.87,99.79,99.76,99.87,99.87
002270.SZ,华明装备,电气设备,56.04,43.67,56.49,56.41,60.02,57.26,58.0,70.08,62.24,61.45,61.87,58.06,45.42,66.98,65.9,54.03,56.68,68.73,70.48,71.67,84.79,78.83,79.92,79.99,78.59,78.01,77.45,68.68,72.71,74.8
300819.SZ,聚杰微纤,化纤,56.01,53.92,55.14,70.08,65.95,73.26,64.89,76.76,63.99,75.2,77.29,79.7,59.72,50.64,27.9,44.73,50.9,6.97,12.8,11.45,34.31,36.96,32.27,24.38,37.15,39.27,20.54,12.4,19.29,16.64
002688.SZ,金河生物,化学制药,55.99,57.79,58.13,59.7,16.75,19.5,24.3,46.03,32.51,62.77,70.64,72.26,72.02,52.99,53.07,64.39,45.5,38.55,25.23,24.77,21.04,26.15,27.82,27.98,31.13,30.71,32.17,44.09,46.32,34.74
300716.SZ,国立科技,塑料,55.96,42.77,59.99,71.14,82.49,82.96,81.82,84.31,77.98,88.29,86.8,74.88,70.08,62.06,68.42,55.78,56.57,53.58,39.14,30.95,28.43,66.38,68.97,66.51,59.41,62.19,59.72,55.22,62.22,69.08
002830.SZ,名雕股份,装修装饰,55.94,43.72,43.51,47.46,52.76,43.72,38.02,46.42,50.05,49.26,44.44,29.92,36.01,29.23,34.98,44.59,29.62,42.0,44.59,48.38,42.5,37.41,46.74,41.71,42.5,41.81,45.12,44.52,42.61,43.72
601101.SH,昊华能源,煤炭开采,55.91,42.02,58.53,63.96,48.54,27.24,4.05,25.28,12.19,50.24,48.28,48.62,83.47,86.27,87.6,87.39,83.41,80.55,92.5,92.79,93.53,92.26,91.92,87.25,91.87,94.73,97.8,95.15,93.85,88.26
600702.SH,舍得酒业,白酒,55.88,79.28,57.31,29.31,5.25,19.18,23.95,59.14,26.23,18.28,35.88,54.43,76.05,87.04,85.32,93.43,93.91,87.44,71.25,72.73,73.32,17.44,7.07,17.57,11.42,16.16,29.57,47.46,61.69,61.08
600169.SH,太原重工,工程机械,55.86,51.72,39.0,32.46,15.82,11.92,10.28,11.23,16.32,6.92,16.38,25.25,36.91,35.21,35.11,40.41,59.38,63.65,70.51,62.24,57.21,58.06,69.02,71.91,72.1,75.99,83.04,77.64,83.97,86.3
000723.SZ,美锦能源,焦炭加工,55.83,56.04,48.6,55.22,62.27,64.1,50.03,64.84,62.45,68.95,65.18,71.33,84.29,88.31,93.96,95.6,95.2,87.2,85.45,74.38,85.16,86.49,86.91,86.22,85.93,89.3,96.77,98.25,99.21,99.26
603199.SH,九华旅游,旅游景点,55.8,57.05,56.89,55.7,51.59,51.59,43.72,50.34,48.17,44.91,39.45,40.49,45.76,53.66,50.95,42.77,39.16,36.25,36.88,38.34,46.9,38.53,49.28,52.52,53.44,40.99,46.18,50.56,53.76,52.73
300639.SZ,凯普生物,医疗保健,55.78,66.88,69.98,55.91,30.13,38.84,32.14,45.42,43.38,41.47,45.26,47.16,36.62,24.03,22.79,31.48,16.61,11.1,9.04,7.31,10.86,15.66,29.04,55.06,79.07,67.46,64.07,52.68,56.73,63.73
300703.SZ,创源股份,文教休闲,55.75,54.48,65.39,57.05,63.65,63.14,23.87,46.45,54.98,56.36,60.76,54.19,54.27,52.2,60.49,72.05,66.83,62.67,55.01,42.24,52.97,66.75,32.67,30.07,32.75,65.85,47.09,36.27,26.44,32.03
002226.SZ,江南化工,化工原料,55.72,60.12,74.51,54.61,61.9,66.4,61.53,70.67,71.6,73.77,80.55,83.41,80.23,75.52,74.35,73.71,75.73,77.05,81.82,69.69,65.08,58.27,43.16,57.15,60.84,50.87,56.28,48.54,45.89,50.16
000156.SZ,华数传媒,影视音像,55.7,61.26,53.52,47.91,48.52,44.3,39.43,29.92,17.81,10.12,14.15,21.97,22.02,22.42,26.76,36.14,37.39,36.75,37.39,31.61,43.72,30.95,32.43,29.68,30.58,28.35,32.8,34.63,35.03,29.6
000619.SZ,海螺型材,其他建材,55.67,46.56,41.92,42.63,47.06,45.87,43.69,44.73,43.32,53.26,47.59,54.5,58.72,55.91,52.81,53.5,53.74,58.13,60.81,41.47,50.34,54.21,56.47,55.83,51.27,50.72,49.36,46.95,49.15,37.84
300336.SZ,新文化,影视音像,55.64,58.27,62.35,72.47,71.07,64.15,68.1,67.75,61.34,48.65,51.19,45.95,53.26,39.88,40.17,56.39,60.49,57.53,52.07,54.61,54.19,56.28,49.55,45.36,41.15,47.69,27.13,24.22,28.75,23.71
600226.SH,ST瀚叶,互联网,55.62,60.1,70.88,65.85,73.24,73.37,76.58,70.22,63.46,71.81,74.19,71.17,67.99,76.1,84.05,77.29,63.2,55.3,46.34,50.95,59.04,56.2,50.95,33.76,23.05,27.24,9.22,21.41,20.38,14.41
600769.SH,祥龙电业,建筑工程,55.59,70.32,89.61,90.14,88.5,94.09,91.79,90.2,86.12,89.98,83.33,88.98,82.43,78.46,78.59,80.79,71.41,66.77,64.84,53.95,62.75,50.08,46.9,43.75,63.12,30.74,50.77,49.44,52.12,55.88
300470.SZ,中密控股,机械基件,55.56,48.75,61.53,49.26,72.2,69.5,53.15,54.95,57.39,31.9,41.07,22.39,35.64,39.03,28.59,48.62,22.63,40.25,53.18,54.08,63.35,58.72,37.81,61.61,40.75,42.63,50.21,47.91,47.03,63.2
300277.SZ,海联讯,软件服务,55.54,48.65,53.82,61.66,59.49,46.61,53.6,25.3,21.09,23.29,48.07,26.26,41.15,29.44,42.18,58.08,62.85,60.68,58.59,69.85,41.63,57.31,58.8,51.96,61.76,64.12,66.24,63.09,62.72,62.45
600630.SH,龙头股份,纺织,55.51,71.67,18.87,20.72,60.1,12.9,2.7,5.7,13.57,12.59,33.28,38.45,19.93,7.13,7.66,7.55,10.55,13.17,18.79,13.62,22.36,14.68,20.83,19.4,20.43,22.63,26.5,19.08,14.33,8.45
603669.SH,灵康药业,化学制药,55.48,48.57,60.41,65.08,82.35,74.3,75.97,83.47,80.39,81.48,84.34,86.59,91.73,90.59,90.81,88.69,93.14,94.44,88.98,86.49,88.69,81.43,76.76,71.97,71.52,74.14,87.04,90.46,95.79,95.44
002882.SZ,金龙羽,电气设备,55.46,47.03,50.16,48.86,43.4,35.29,46.95,44.54,40.33,33.33,45.39,50.34,60.52,60.33,59.35,59.88,56.39,43.59,46.1,54.85,59.75,56.33,56.76,58.48,62.43,61.9,70.43,68.04,74.59,72.87
603585.SH,苏利股份,化工原料,55.43,59.91,51.96,52.78,53.21,60.65,61.23,60.23,56.94,54.66,52.28,56.68,59.62,63.38,54.08,50.77,52.52,57.82,62.4,57.39,58.16,46.53,52.17,49.87,50.05,48.15,48.54,47.77,51.11,54.77
600057.SH,厦门象屿,仓储物流,55.41,57.84,68.95,59.67,60.31,58.98,64.2,71.94,69.69,69.63,84.76,92.79,93.67,94.54,92.0,88.87,85.03,88.45,84.79,85.85,89.77,85.96,82.17,87.68,86.3,85.64,90.51,90.12,88.37,87.28
002093.SZ,国脉科技,电信运营,55.38,53.55,53.55,57.37,47.88,39.9,41.52,26.74,45.47,28.17,24.54,19.0,17.73,20.83,24.4,24.96,26.6,24.8,27.21,40.49,37.71,39.72,41.28,39.4,32.49,33.44,32.01,33.97,26.23,28.27
600781.SH,ST辅仁,中成药,55.35,74.99,84.23,87.25,93.32,95.55,96.5,98.2,96.87,96.69,94.73,96.69,95.55,93.83,95.76,94.94,91.57,90.62,88.45,91.71,89.51,81.27,67.65,56.12,28.7,12.22,4.82,1.64,1.99,8.27
600148.SH,长春一东,汽车配件,55.33,57.45,56.25,55.03,59.7,43.27,53.44,50.93,47.48,32.06,32.27,36.7,34.82,37.33,33.09,30.34,20.32,25.33,29.15,39.06,41.23,35.85,31.48,35.56,33.17,30.42,34.02,38.42,32.99,51.83
300683.SZ,海特生物,生物制药,55.3,60.33,78.01,75.81,68.47,71.75,66.16,65.13,64.68,58.29,58.29,52.36,61.29,69.02,46.93,42.34,36.22,31.16,29.39,39.48,33.68,29.36,21.75,29.12,62.9,52.7,60.65,58.4,51.06,66.45
300427.SZ,红相股份,电气设备,55.27,67.97,66.53,59.25,55.54,51.14,56.86,36.43,53.68,38.47,29.76,18.49,20.03,10.94,15.02,6.73,24.7,31.32,43.16,38.69,34.55,32.54,42.08,53.79,45.5,47.85,59.88,63.75,58.27,85.61
600426.SH,华鲁恒升,农药化肥,55.25,20.59,18.49,44.83,71.94,76.6,72.95,75.68,74.85,74.72,74.59,81.64,85.69,79.25,78.54,79.81,68.81,66.96,74.56,61.42,58.29,71.81,65.69,65.55,25.94,42.82,23.26,16.8,31.37,35.16
603602.SH,纵横通信,通信设备,55.22,38.24,39.98,39.9,28.01,26.1,34.45,21.91,42.71,43.72,38.66,21.3,18.28,31.88,33.12,31.74,32.59,36.54,35.24,53.15,68.28,70.19,71.73,71.33,75.28,75.97,75.52,77.0,67.3,64.76
603100.SH,川仪股份,电器仪表,55.19,69.37,74.27,68.2,71.3,73.77,75.54,74.8,84.34,73.82,79.33,82.25,78.3,72.15,46.1,58.16,58.69,56.04,33.41,33.89,33.86,46.24,44.7,59.99,63.88,59.59,62.82,58.77,31.74,30.02
002779.SZ,中坚科技,农用机械,55.17,61.76,66.85,80.45,81.85,81.8,70.59,68.1,59.43,61.13,66.77,67.7,73.79,78.35,77.32,74.51,69.16,75.6,57.37,57.26,60.04,50.24,57.63,33.41,30.98,22.6,40.04,42.55,49.05,61.1
002940.SZ,昂利康,化学制药,55.14,11.21,18.39,13.35,3.29,10.73,30.47,41.47,55.64,55.09,72.31,67.57,69.26,60.17,73.13,79.99,75.25,41.2,27.66,11.74,11.87,11.82,13.57,23.4,45.42,47.48,21.14,20.08,10.41,10.49
002491.SZ,通鼎互联,通信设备,55.11,55.03,38.92,42.05,38.53,34.05,32.59,30.5,53.5,45.12,42.34,44.99,52.94,60.41,52.91,55.64,49.79,49.07,63.28,75.57,74.85,77.42,76.66,76.92,75.41,74.91,75.25,78.43,54.24,57.0
000757.SZ,浩物股份,汽车配件,55.09,51.48,51.99,53.23,53.34,45.12,44.41,45.36,40.28,41.07,35.03,49.66,45.15,27.8,30.23,30.21,15.45,36.86,44.81,48.97,44.73,44.12,40.2,43.46,45.2,44.17,49.28,49.1,52.2,57.98
600893.SH,航发动力,航空,55.06,33.49,21.33,10.89,9.96,7.15,18.02,13.51,46.05,37.65,24.32,30.68,52.65,41.34,62.61,73.56,80.05,85.21,81.19,81.77,68.81,79.49,86.59,93.24,92.82,92.32,92.18,93.8,93.99,96.32
002510.SZ,天汽模,汽车配件,55.03,47.69,59.46,55.64,57.45,59.33,67.28,64.65,56.01,54.16,46.74,56.97,55.72,55.83,52.01,55.51,46.24,56.23,49.13,42.02,46.16,41.2,38.47,46.85,42.77,40.17,28.72,65.63,80.39,75.38
603023.SH,威帝股份,汽车配件,55.01,38.37,48.28,58.11,60.25,31.13,17.06,39.08,12.72,8.98,3.26,4.21,10.12,11.69,9.94,7.6,5.27,7.6,20.99,27.05,40.2,32.49,28.96,26.5,27.95,28.51,26.34,18.92,34.66,40.06
002691.SZ,冀凯股份,专用机械,54.98,63.62,64.04,69.48,71.67,69.13,63.38,67.83,67.04,67.97,58.19,62.48,62.06,70.85,53.18,56.44,54.21,58.61,66.67,61.74,60.65,55.33,55.06,45.26,47.99,40.96,47.19,41.34,36.46,53.21
300537.SZ,广信材料,染料涂料,54.95,58.4,81.21,70.01,73.66,82.83,92.82,84.84,86.88,79.68,79.94,46.24,21.41,33.62,67.81,57.82,82.41,80.07,79.84,88.42,76.1,87.04,84.74,80.74,60.94,67.78,40.51,34.02,40.49,82.43
000045.SZ,深纺织A,元器件,54.93,54.69,72.92,77.66,79.31,83.31,84.82,84.23,86.04,83.25,85.53,81.51,77.19,77.37,76.52,72.97,78.78,72.13,73.18,74.77,59.25,65.98,61.76,52.25,40.43,27.93,22.81,23.98,21.28,20.91
002281.SZ,光迅科技,通信设备,54.9,37.18,40.94,31.45,22.95,34.58,45.73,41.18,66.11,63.25,47.22,46.93,41.68,60.68,69.98,45.89,38.84,61.87,56.25,75.07,87.97,87.68,84.95,90.33,89.96,87.04,86.2,86.22,82.54,77.37
002756.SZ,永兴材料,特种钢,54.88,81.27,92.02,95.76,96.74,97.19,96.21,96.13,96.98,96.48,97.48,97.43,96.29,94.25,92.71,95.76,96.95,96.82,96.9,97.06,97.67,97.48,96.05,95.44,92.26,89.9,89.9,83.57,56.86,50.69
002279.SZ,久其软件,软件服务,54.85,50.79,61.82,69.58,55.11,53.87,64.79,16.96,7.47,21.99,7.63,6.28,11.26,8.21,13.17,18.12,30.29,19.79,23.29,20.85,28.75,36.49,29.28,20.54,23.34,28.62,12.96,22.76,19.1,17.97
688366.SH,昊海生科,生物制药,54.82,97.54,98.17,98.49,97.75,99.36,99.36,99.36,98.7,99.02,99.55,99.52,98.75,98.17,98.12,98.54,98.49,96.26,70.91,57.13,82.17,35.82,22.84,10.65,40.99,2.46,1.7,2.73,4.03,7.07
000985.SZ,大庆华科,化工原料,54.8,51.22,50.53,56.62,48.04,39.06,46.66,50.66,45.76,49.07,39.88,47.06,54.95,50.95,38.47,42.26,37.07,33.76,39.98,49.18,55.62,49.58,48.01,40.25,35.37,34.98,26.68,29.73,32.67,35.51
601766.SH,中国中车,运输设备,54.77,59.83,55.78,47.64,42.79,48.07,48.2,41.2,34.79,37.89,17.14,26.29,21.44,27.93,41.92,31.96,32.88,49.92,54.08,51.43,58.13,51.83,52.91,62.51,61.5,56.6,59.59,59.49,65.63,62.53
600100.SH,同方股份,IT设备,54.74,57.47,46.69,43.64,16.53,19.93,19.02,13.41,16.75,17.89,11.47,13.88,15.02,16.51,18.71,22.42,26.5,28.59,38.18,41.89,32.35,30.31,38.21,38.58,48.57,52.15,55.06,60.52,52.07,56.09
603848.SH,好太太,家居用品,54.72,49.79,46.29,32.11,30.95,22.15,21.78,23.05,15.37,18.57,37.33,40.83,41.2,50.87,51.75,50.24,34.39,39.64,53.95,58.96,67.06,60.17,66.91,73.37,73.71,65.79,63.43,61.05,65.26,60.41
600182.SH,SST佳通,汽车配件,54.69,52.97,53.84,53.68,55.51,42.82,47.88,65.87,73.74,80.87,87.86,88.84,90.96,88.08,87.65,91.65,88.26,86.04,90.91,88.63,88.42,85.03,84.5,84.13,84.47,82.35,80.42,75.25,65.58,62.64
